filename,class,attributes,methods
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/dao/OrderDao.java","OrderDao","[]","[List getOrdersByUsername; Order getOrder; void insertOrder]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/dao/AccountDao.java","AccountDao","[]","[Account getAccount; Account getAccount; void insertAccount; void updateAccount; List getUsernameList]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/dao/CategoryDao.java","CategoryDao","[]","[List getCategoryList; Category getCategory]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/dao/ProductDao.java","ProductDao","[]","[List getProductListByCategory; List searchProductList; Product getProduct]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/dao/ItemDao.java","ItemDao","[]","[void updateQuantity; boolean isItemInStock; List getItemListByProduct; Item getItem]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/OrderActionForm.java","OrderActionForm","[List CARD_TYPE_LIST; Order order; boolean shippingAddressRequired; boolean confirmed; List cardTypeList]","[new ArrayList; public OrderActionForm; new Order; boolean isConfirmed; void setConfirmed; Order getOrder; void setOrder; boolean isShippingAddressRequired; void setShippingAddressRequired; List getCreditCardTypes; void doValidate; void reset]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/BaseAction.java","BaseAction","[PetStoreFacade petStore; WebApplicationContext wac]","[void setServlet; PetStoreFacade getPetStore]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/CartActionForm.java","CartActionForm","[Cart cart; String workingItemId]","[new Cart; Cart getCart; void setCart; String getWorkingItemId; void setWorkingItemId; void reset]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/BaseActionForm.java","BaseActionForm","[ArrayList errorList; return actionErrors]","[ActionErrors validate; new ArrayList; new ActionErrors; void doValidate; void addErrorIfStringEmpty]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/AccountActionForm.java","AccountActionForm","[String VALIDATE_EDIT_ACCOUNT; String VALIDATE_NEW_ACCOUNT; ArrayList LANGUAGE_LIST; String username; String password; String repeatedPassword; List languages; List categories; String validate; String forwardAction; Account account; PagedListHolder myList]","[new ArrayList; public AccountActionForm; PagedListHolder getMyList; void setMyList; String getForwardAction; void setForwardAction; String getUsername; void setUsername; String getPassword; void setPassword; String getRepeatedPassword; void setRepeatedPassword; Account getAccount; void setAccount; List getLanguages; void setLanguages; List getCategories; void setCategories; String getValidate; void setValidate; void doValidate; void reset]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/SecureBaseAction.java","SecureBaseAction","[String query]","[ActionForward execute; return doExecute; ActionForward doExecute]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/UserSession.java","UserSession","[Account account; PagedListHolder myList]","[public UserSession; Account getAccount; void setMyList; PagedListHolder getMyList]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/AccountForm.java","AccountForm","[Account account; boolean newAccount; String repeatedPassword]","[public AccountForm; public AccountForm; new Account; Account getAccount; boolean isNewAccount; void setRepeatedPassword; String getRepeatedPassword]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/OrderForm.java","OrderForm","[Order order; boolean shippingAddressRequired; boolean confirmed]","[new Order; Order getOrder; void setShippingAddressRequired; boolean isShippingAddressRequired; void setConfirmed; boolean isConfirmed]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/service/JaxRpcOrderService.java","JaxRpcOrderService","[OrderService orderService]","[void onInit; Order getOrder]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/CartItem.java","CartItem","[Item item; int quantity; boolean inStock; return 0]","[boolean isInStock; void setInStock; Item getItem; void setItem; int getQuantity; void setQuantity; double getTotalPrice; void incrementQuantity]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/Product.java","Product","[String productId; String categoryId; String name; String description]","[String getProductId; void setProductId; String getCategoryId; void setCategoryId; String getName; void setName; String getDescription; void setDescription; String toString; return getName]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/logic/PetStoreImpl.java","PetStoreImpl","[AccountDao accountDao; CategoryDao categoryDao; ProductDao productDao; ItemDao itemDao; OrderDao orderDao]","[void setAccountDao; void setCategoryDao; void setProductDao; void setItemDao; void setOrderDao; Account getAccount; Account getAccount; void insertAccount; void updateAccount; List getUsernameList; List getCategoryList; Category getCategory; List getProductListByCategory; List searchProductList; Product getProduct; List getItemListByProduct; Item getItem; boolean isItemInStock; void insertOrder; Order getOrder; List getOrdersByUsername]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/logic/SendOrderConfirmationEmailAdvice.java","SendOrderConfirmationEmailAdvice","[String DEFAULT_MAIL_FROM; String DEFAULT_SUBJECT; Log logger; MailSender mailSender; String mailFrom; String subject; Account account; StringBuffer text]","[void setMailSender; void setMailFrom; void setSubject; void afterPropertiesSet; new IllegalStateException; void afterReturning; new StringBuffer; new SimpleMailMessage]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/logic/OrderValidator.java","OrderValidator","[]","[boolean supports; void validate; void validateCreditCard; void validateBillingAddress; void validateShippingAddress]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/logic/AccountValidator.java","AccountValidator","[]","[boolean supports; void validate]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/logic/PetStoreFacade.java","PetStoreFacade","[]","[Account getAccount; Account getAccount; void insertAccount; void updateAccount; List getUsernameList; List getCategoryList; Category getCategory; List getProductListByCategory; List searchProductList; Product getProduct; List getItemListByProduct; Item getItem; boolean isItemInStock; void insertOrder; Order getOrder; List getOrdersByUsername]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/logic/OrderService.java","OrderService","[]","[Order getOrder]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/Account.java","Account","[String username; String password; String email; String firstName; String lastName; String status; String address1; String address2; String city; String state; String zip; String country; String phone; String favouriteCategoryId; String languagePreference; boolean listOption; boolean bannerOption; String bannerName]","[String getUsername; void setUsername; String getPassword; void setPassword; String getEmail; void setEmail; String getFirstName; void setFirstName; String getLastName; void setLastName; String getStatus; void setStatus; String getAddress1; void setAddress1; String getAddress2; void setAddress2; String getCity; void setCity; String getState; void setState; String getZip; void setZip; String getCountry; void setCountry; String getPhone; void setPhone; String getFavouriteCategoryId; void setFavouriteCategoryId; String getLanguagePreference; void setLanguagePreference; boolean isListOption; void setListOption; int getListOptionAsInt; boolean isBannerOption; void setBannerOption; int getBannerOptionAsInt; String getBannerName; void setBannerName]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/Category.java","Category","[String categoryId; String name; String description]","[String getCategoryId; void setCategoryId; String getName; void setName; String getDescription; void setDescription; String toString; return getCategoryId]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/Cart.java","Cart","[Map itemMap; PagedListHolder itemList; Iterator items; Item item; double listPrice; int quantity; return subTotal]","[new PagedListHolder; public Cart; Iterator getAllCartItems; PagedListHolder getCartItemList; int getNumberOfItems; boolean containsItemId; void addItem; new CartItem; Item removeItemById; void incrementQuantityByItemId; void setQuantityByItemId; double getSubTotal]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/LineItem.java","LineItem","[int orderId; int lineNumber; int quantity; String itemId; double unitPrice; Item item]","[public LineItem; public LineItem; int getOrderId; void setOrderId; int getLineNumber; void setLineNumber; String getItemId; void setItemId; double getUnitPrice; void setUnitPrice; Item getItem; void setItem; int getQuantity; void setQuantity; double getTotalPrice]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/Order.java","Order","[int orderId; String username; Date orderDate; String shipAddress1; String shipAddress2; String shipCity; String shipState; String shipZip; String shipCountry; String billAddress1; String billAddress2; String billCity; String billState; String billZip; String billCountry; String courier; double totalPrice; String billToFirstName; String billToLastName; String shipToFirstName; String shipToLastName; String creditCard; String expiryDate; String cardType; String locale; String status; List lineItems; Iterator i]","[new ArrayList; int getOrderId; void setOrderId; String getUsername; void setUsername; Date getOrderDate; void setOrderDate; String getShipAddress1; void setShipAddress1; String getShipAddress2; void setShipAddress2; String getShipCity; void setShipCity; String getShipState; void setShipState; String getShipZip; void setShipZip; String getShipCountry; void setShipCountry; String getBillAddress1; void setBillAddress1; String getBillAddress2; void setBillAddress2; String getBillCity; void setBillCity; String getBillState; void setBillState; String getBillZip; void setBillZip; String getBillCountry; void setBillCountry; String getCourier; void setCourier; double getTotalPrice; void setTotalPrice; String getBillToFirstName; void setBillToFirstName; String getBillToLastName; void setBillToLastName; String getShipToFirstName; void setShipToFirstName; String getShipToLastName; void setShipToLastName; String getCreditCard; void setCreditCard; String getExpiryDate; void setExpiryDate; String getCardType; void setCardType; String getLocale; void setLocale; String getStatus; void setStatus; void setLineItems; List getLineItems; void initOrder; new Date; void addLineItem; void addLineItem]"
"/home/heros/Documents/midas/monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/Item.java","Item","[String itemId; String productId; double listPrice; double unitCost; int supplierId; String status; String attribute1; String attribute2; String attribute3; String attribute4; String attribute5; Product product; int quantity]","[String getItemId; void setItemId; int getQuantity; void setQuantity; Product getProduct; void setProduct; String getProductId; void setProductId; int getSupplierId; void setSupplierId; double getListPrice; void setListPrice; double getUnitCost; void setUnitCost; String getStatus; void setStatus; String getAttribute1; void setAttribute1; String getAttribute2; void setAttribute2; String getAttribute3; void setAttribute3; String getAttribute4; void setAttribute4; String getAttribute5; void setAttribute5; String toString]"
